attack	attack_cost	attack_text	back_flavor	back_link	back_name	back_text	back_traits	base_threat	base_threat_fixed	boost	boost text	boost_text	card_set_code	code	cost	deck_limit	deck_options	deck_requirements	defense	double_sided	duplicate_of	escalation_threat	escalation_threat_fixed	faction_code	flavor	hand_size	health	health_per_hero	hidden	illustrator	is_unique	name	octgn_id	pack_code	pack_name	permanent	position	quantity	recover	resource_energy	resource_mental	resource_physical	resource_wild	schema_text	scheme	scheme text	scheme_acceleration	scheme_amplify	scheme_boost	scheme_crisis	scheme_hazard	scheme_text	set_code	set_name	set_position	spoiler	stage	subname	text	threat	threat_fixed	thwart	thwart_cost	traits	type_code
												If this attack is undefended, discard an upgrade you control.		07011										encounter								Chaos In the Prison	d1701a2b-6a39-47a7-94b9-1c7aafe152b2	twc	The Wrecking Crew		11	1															wrecker	Wrecker	10				<b>When Revealed</b>: Choose to either discard an upgrade you control or place 1 threat on the active villain's side scheme for each upgrade you control. If you do not control any upgrades, this card gains surge.						treachery
										1				07012										encounter								Crowbar Toss	b6e8c584-3d7c-4d67-a332-c3f85ab9e540	twc	The Wrecking Crew		12	2															wrecker	Wrecker	11				<b>When Revealed (Alter-Ego)</b>: Wrecker schemes. Then, move the active villain counter to the villain whose side scheme has the least threat.\n<b>When Revealed (Hero)</b>: Wrecker attacks you. Then, move the active villain counter to the villain whose side scheme has the least threat.						treachery
										1				07013										encounter								Get Wrecked!	5c1a8df3-5077-4666-b16e-207c1a5f4e58	twc	The Wrecking Crew		13	1															wrecker	Wrecker	13				<b>When Revealed (Alter-Ego)</b>: The villain whose side scheme has the most threat schemes.\n<b>When Revealed (Hero)</b>: The villain whose side scheme has the least threat attacks you.						treachery
												Move the active counter to the villain with the least threat on his side scheme. That villain schemes.		07014										encounter								I've Been Waiting For This!	db36c41c-8dff-4c87-9080-a9fbf594cba0	twc	The Wrecking Crew		14	1															wrecker	Wrecker	14				<b>When Revealed</b>: The active villain heals 3 hit points. Give that villain a tough status card.						treachery
												Wrecker gets +3 ATK for this activation unless you place 2 threat on his side scheme.		07015										encounter								Mystical Link	dbc37382-417d-4f43-a2ea-cb4c8dfb9cb9	twc	The Wrecking Crew		15	2															wrecker	Wrecker	15				<b>When Revealed</b>: Place 2 threat on each side scheme.						treachery
										2				07016										encounter								You're Dead Meat!	05987f76-15e8-46a4-be01-7f77a26c4f91	twc	The Wrecking Crew		16	2															wrecker	Wrecker	17				<b>When Revealed</b>: Deal 1 damage to the hero or ally with the fewest remaining hit points. If that character is defeated this way, place 3 threat on Wrecker's side scheme.						treachery
1		<b>Forced Response</b>: After Thunderball attacks you, deal 1 damage to each character you control.												07017										encounter			13	True			True	Thunderball	1d067bd2-dbd7-44a9-8ea1-787fc3632e30	twc	The Wrecking Crew		17	1							3							When Thunderball schemes, place the threat on his side scheme instead of the main scheme.	thunderball	Thunderball	1		1							Wrecking Crew.	villain
2		<b>Forced Response</b>: After Thunderball attacks you, deal 1 damage to each character you control.												07018										encounter			16	True			True	Thunderball	aa0f58bf-eee5-4c83-8118-dd7224d15744	twc	The Wrecking Crew		18	1							3							When Thunderball schemes, place the threat on his side scheme instead of the main scheme.	thunderball	Thunderball	2		2							Wrecking Crew.	villain
								5	True					07019										encounter								Thunderstruck	0b250c97-24dc-4f20-9b1e-b60a4d361784	twc	The Wrecking Crew		19	1															thunderball	Thunderball	3				<b>Thunderball's Side Scheme.</b>\nThis card cannot leave play while Thunderball is in play.\nGamma Blast — <b>Forced Response</b>: After threat is placed here, if there is 10 or more threat here, stun each friendly character. Remove all but 3 threat from this scheme.						side_scheme
1		<b>Forced Response</b>: After Thunderball attacks, place 1 threat on the main scheme.								3				07020										encounter							True	Ball and Chain	5b85d595-10ad-438a-9bd8-ad547a1400e0	twc	The Wrecking Crew		20	1															thunderball	Thunderball	4				Attach to Thunderball.\n<b>Hero Action</b>: Exhaust your hero and discard 1 card at random from your hand → discard this card.					Weapon.	attachment
										1				07021										encounter								Held Hostage	9c7fc7bb-e95f-43a4-b5fa-4e61b5659039	twc	The Wrecking Crew		21	1															thunderball	Thunderball	5				Attach to the active villain's side scheme.\nThreat cannot be removed from attached scheme by thwarting.\n<b>Hero Action</b>: The villain corresponding to the attached side scheme attacks you. Then, discard this card.						attachment
3		<b>Forced Response</b>: After Thunderball attacks, discard this card.								3				07022										encounter								Radioactive Buildup	a0936235-2ca3-4171-9851-35c5be1d81bd	twc	The Wrecking Crew		22	1															thunderball	Thunderball	6				Attach to Thunderball.\nExcess damage dealt by Thunderball is placed as threat on his corresponding side scheme.					Condition.	attachment
2														07023										encounter			3					Corrupt Prison Guard	0bf428bf-0cb6-41f4-acf2-dcc0aa957422	twc	The Wrecking Crew		23	1							0								thunderball	Thunderball	7				Guard. <i>(While this minion is engaged with you, you cannot attack the villain.)</i>					Traitor.	minion
1												Move the active counter to the villain whose side scheme has the least threat. If you are in hero form, that villain attacks you after this attack. That attack does not get a boost card.		07024										encounter			2					Escaped Convict	788bbc50-fb40-4e45-8735-08a16646f3bd	twc	The Wrecking Crew		24	1							1								thunderball	Thunderball	8				Surge					Criminal.	minion
												Move the active counter to the villain whose side scheme has the least threat.		07025										encounter								Buddy System	c1d0cd2e-fff0-4d32-a050-f09c33c096cc	twc	The Wrecking Crew		25	1															thunderball	Thunderball	9				<b>When Revealed</b>: Choose the villain whose side scheme has the least threat. Reveal the top card of his deck (top 2 cards instead if he is the only villain in play).						treachery
												If this attack is undefended, discard an upgrade you control.		07026										encounter								Chaos In the Prison	3c0bc7fe-15fa-47b8-a239-770529e79dc5	twc	The Wrecking Crew		26	1															thunderball	Thunderball	10				<b>When Revealed</b>: Choose to either discard an upgrade you control or place 1 threat on the active villain's side scheme for each upgrade you control. If you do not control any upgrades, this card gains surge.						treachery
												Deal 1 damage to the defending character.		07027										encounter								Energy Projectiles	d3f20142-1d74-4f21-8485-5057a602e5bf	twc	The Wrecking Crew		27	1															thunderball	Thunderball	11				<b>When Revealed</b>: Deal 1 damage to each friendly character you control.						treachery
										1				07028										encounter								Get Wrecked!	20cc17e1-9bbc-40f1-8611-ff0b34d0414a	twc	The Wrecking Crew		28	1															thunderball	Thunderball	13				<b>When Revealed (Alter-Ego)</b>: The villain whose side scheme has the most threat schemes.\n<b>When Revealed (Hero)</b>: The villain whose side scheme has the least threat attacks you.						treachery
												Move the active counter to the villain with the least threat on his side scheme. That villain schemes.		07029										encounter								I've Been Waiting For This!	369dd490-3f74-4178-b1e8-6b4289fc6f6c	twc	The Wrecking Crew		29	1															thunderball	Thunderball	14				<b>When Revealed</b>: The active villain heals 3 hit points. Give that villain a tough status card.						treachery
										2				07030										encounter								Lightning Blast	99fd32db-3458-4938-93e3-c4fcd479847c	twc	The Wrecking Crew		30	2															thunderball	Thunderball	15				<b>When Revealed (Alter-Ego)</b>: Place 3 threat on the side scheme with the most threat.\n<b>When Revealed (Hero)</b>: Thunderball attacks you. If this attack is undefended, place 3 threat on Thunderball's side scheme.						treachery
										2				07031										encounter								Tactical Prowess	eceb4c0b-7d0d-4ee8-ba1a-119ae9816268	twc	The Wrecking Crew		31	2															thunderball	Thunderball	17				<b>When Revealed</b>: Move all threat from the side scheme with the least threat to the side scheme with the most threat. If that scheme's "<b>Forced Response</b>" ability is not triggered this way, this card gains surge.						treachery
2														07032										encounter			11	True			True	Piledriver	8b9cd463-75e6-4fa6-9c12-3cfdf4f23e36	twc	The Wrecking Crew		32	1							2							When Piledriver schemes, place the threat on his side scheme instead of the main scheme.	piledriver	Piledriver	1		1		Retaliate 1.					Wrecking Crew.	villain
3														07033										encounter			14	True			True	Piledriver	8245cefe-a577-4c74-a578-bc99fe1f184c	twc	The Wrecking Crew		33	1							2							When Wrecker schemes, place the threat on his side scheme instead of the main scheme.	piledriver	Piledriver	2		2		Retaliate 1.					Wrecking Crew.	villain
								3	True					07034										encounter								Pile It On!	07284c7c-100d-4bf0-96cc-64a6f70578ba	twc	The Wrecking Crew		34	1															piledriver	Piledriver	3				<b>Piledriver's Side Scheme.</b>\nThis card cannot leave play while Wrecker is in play.\nPile Drive — <b>Forced Response</b>: After threat is placed here, if there is 10 or more threat here, each player discards the upgrade or support they control with the highest cost. Remove all but 3 threat from this scheme.						side_scheme
										2				07035										encounter								Distracting Taunts	19b53cc4-d89d-4b71-9de4-c3a221c994a3	twc	The Wrecking Crew		35	2															piledriver	Piledriver	4				Attach to Piledriver.\nPiledriver gets +3 hit points. Players cannot attack other villains.\n<b>Response</b>: After your hero attacks Piledriver, spend [physical] [physical] resources → discard this card.						attachment
										1				07036										encounter								Held Hostage	9296a7a3-52f4-4b1e-9151-ea08243cc648	twc	The Wrecking Crew		36	1															piledriver	Piledriver	6				Attach to the active villain side scheme.\nThreat cannot be removed from attached scheme by thwarting.\n<b>Hero Action</b>: The villain corresponding to the attached side scheme attacks you. Then, discard this card.						attachment
2														07037										encounter			3					Corrupt Prison Guard	d9ee087c-303e-4d9e-ae83-f886816b07e2	twc	The Wrecking Crew		37	1							0								piledriver	Piledriver	7				Guard. <i>(While this minion is engaged with you, you cannot attack the villain.)</i>					Traitor.	minion
1												Move the active counter to the villain whose side scheme has the least threat. If you are in hero form, that villain attacks you after this attack. That attack does not get a boost card.		07038										encounter			2					Escaped Convict	39e91adb-9a28-4cc6-a28d-4e5ac9b63b6f	twc	The Wrecking Crew		38	1							1								piledriver	Piledriver	8				Surge					Criminal.	minion
												Move the active counter to the villain whose side scheme has the least threat.		07039										encounter								Buddy System	0861371b-c579-455b-84b1-804142e73c5a	twc	The Wrecking Crew		39	1															piledriver	Piledriver	9				<b>When Revealed</b>: Choose the villain whose side scheme has the least threat. Reveal the top card of his deck (top 2 cards instead if he is the only villain in play).						treachery
										1				07040										encounter								Get Wrecked!	5e3ef564-65e3-4277-b5ed-378c2938072d	twc	The Wrecking Crew		40	1															piledriver	Piledriver	10				<b>When Revealed (Alter-Ego)</b>: The villain whose side scheme has the most threat schemes.\n<b>When Revealed (Hero)</b>: The villain whose side scheme has the least threat attacks you.						treachery
												Move the active counter to the villain with the least threat on his side scheme. That villain schemes.		07041										encounter								I've Been Waiting For This!	9bb310d7-9a46-49cc-9bc5-0de5585a2922	twc	The Wrecking Crew		41	1															piledriver	Piledriver	11				<b>When Revealed</b>: The active villain heals 3 hit points. Give that villain a tough status card.						treachery
												Discard a support you control.		07042										encounter								Oversized Hands	08d9325f-a2a1-4756-ad98-c519df0b5a77	twc	The Wrecking Crew		42	2															piledriver	Piledriver	12				<b>When Revealed</b>: Discard the support you control with the highest cost. If no support was discarded this way, place 2 threat on the active villain's scheme.						treachery
												Give the active villain a tough status card. If they already have a tough status card, place 2 threat on their scheme.		07043										encounter								Escape Plan	7148c0bd-dd88-45d1-bdf2-ec6028d9238e	twc	The Wrecking Crew		43	2															piledriver	Piledriver	14				<b>When Revealed</b>: You are confused. If you are already confused, Piledriver schemes.						treachery
										2				07044										encounter								Pummel	c23dcd60-c984-40a9-8c44-f63e01da5d57	twc	The Wrecking Crew		44	2															piledriver	Piledriver	16				<b>When Revealed (Alter-Ego)</b>: Piledriver schemes. If Piledriver is tough, he gets +2 SCH for this activation.\n<b>When Revealed (Hero)</b>: Piledriver attacks you. If Piledriver is tough, he gets +2 ATK for this activation.						treachery
												You are confused.		07045										encounter								Uncanny Resilience	0fabc94e-d42b-47ae-be80-48b3728feda1	twc	The Wrecking Crew		45	1															piledriver	Piledriver	18				<b>When Revealed</b>: Remove each stunned and confused status card from each villain. If no status cards were removed, this card gains surge.						treachery
3		<b>Forced Interrupt</b>: When Bulldozer attacks, the attack gains overkill.												07046										encounter			12	True			True	Bulldozer	fe540251-cf35-467c-b7c9-1772ff2e6379	twc	The Wrecking Crew		46	1							1							When Piledriver schemes, place the threat on his side scheme instead of the main scheme.	bulldozer	Bulldozer	1		1							Wrecking Crew.	villain
